ensembl_gene_id	agg_PGS
ENSG00000142611	1
ENSG00000157911	0.0016129032258064516
ENSG00000142655	0.8941176470588235
ENSG00000149527	0.005333333333333334
ENSG00000171621	0.21469723248623784
ENSG00000142583	0.19696969696969696
ENSG00000173614	0.05838414634146342
ENSG00000204624	0.45328746177370033
ENSG00000142606	0.15868981564345802
ENSG00000171729	0.03430665585626903
ENSG00000157916	0.675
ENSG00000157881	1
ENSG00000048707	0.6964141122035861
ENSG00000162444	0.07096774193548387
ENSG00000180758	0.048
ENSG00000184677	0.46637022397891964
ENSG00000131697	0.03513591671486408
ENSG00000197921	0.13434343434343432
ENSG00000204138	0.5541615667074663
ENSG00000090020	0.27294563843236413
ENSG00000158006	0.07408619749045278
ENSG00000196581	0.19130966952264386
ENSG00000169403	0.19977405635300372
ENSG00000171612	0.11674008810572682
ENSG00000188910	0.22385840707964597
ENSG00000189337	0.784664536741214
ENSG00000028137	0.025742574257425745
ENSG00000130939	0.7207573632538568
ENSG00000127472	0.19113970588235293
ENSG00000060656	0.24634146341463434
ENSG00000189280	0.1649608501118568
ENSG00000134698	0.6613466334164593
ENSG00000273274	0.24110473457675755
ENSG00000130940	0.5603160939059373
ENSG00000163879	0.2836363636363637
ENSG00000116954	0.6904761904761904
ENSG00000163873	0.6307125307125303
ENSG00000117215	0.1
ENSG00000044012	0.12439024390243901
ENSG00000179051	0.8932330827067669
ENSG00000126067	0.16382978723404257
ENSG00000276747	0
ENSG00000159339	0.1153846153846154
ENSG00000158315	0.06611812080536915
ENSG00000186973	0.01875
ENSG00000146463	0.823076923076923
ENSG00000142686	0.18286516853932583
ENSG00000117148	0.04699612403100775
ENSG00000117000	1
ENSG00000092853	0.1611111111111111
ENSG00000134697	0.050434782608695654
ENSG00000187513	0.4079411764705882
ENSG00000116151	0.21904761904761907
ENSG00000006555	0.1
ENSG00000214114	0.8116279069767444
ENSG00000116544	0.6405805575242145
ENSG00000117016	0.5743988434083311
ENSG00000163866	0.5417808219178082
ENSG00000162384	0.20677966101694917
ENSG00000162391	0.026153846153846156
ENSG00000117859	1
ENSG00000162396	0.10878489326765188
ENSG00000162378	0.5890547263681593
ENSG00000243725	0.0020833333333333333
ENSG00000171872	0.026436781609195405
ENSG00000162407	0.30566727605118815
ENSG00000163877	0.2125
ENSG00000157184	0.0025000000000000005
ENSG00000198815	0.9124293785310733
ENSG00000134744	0.8971823974512148
ENSG00000162385	0.052857142857142866
ENSG00000123080	0.9983870967741936
ENSG00000162598	0.028395061728395066
ENSG00000162415	0.31333333333333324
ENSG00000162600	0.478125
ENSG00000116704	0.13851851851851854
ENSG00000157193	0.22468354430379747
ENSG00000116205	0.030037842951750243
ENSG00000162607	0.49452816205533595
ENSG00000154027	0.24440677966101693
ENSG00000137960	0.23488372093023255
ENSG00000132855	0.3170212765957447
ENSG00000116675	0.4049261083743845
ENSG00000162433	0.0975609756097561
ENSG00000213625	0.38771929824561413
ENSG00000158966	0.2277597402597404
ENSG00000153898	0.03651452282157676
ENSG00000117069	0.6612244897959183
ENSG00000125703	0.37176884838442414
ENSG00000162618	0.13684210526315785
ENSG00000131233	0.13114035087719303
ENSG00000137941	0.29264457695769575
ENSG00000117174	0.07986577181208053
ENSG00000184313	0.5145275720685559
ENSG00000122420	0.276539395859738
ENSG00000143013	0.9127397260273973
ENSG00000134748	0.19662162162162167
ENSG00000142892	0.33928571428571425
ENSG00000197273	0.14545454545454545
ENSG00000116641	0.5409836065573771
ENSG00000172260	0.8355555555555556
ENSG00000182183	0.019631901840490795
ENSG00000067334	0.14827586206896548
ENSG00000171502	0.46835106382978714
ENSG00000116157	0.09487179487179488
ENSG00000143036	0.002105263157894737
ENSG00000065243	0.6084415584415588
ENSG00000117528	0.22222222222222215
ENSG00000036549	0.8626749253614925
ENSG00000189433	0.12431233362910382
ENSG00000142700	0.2638719512195121
ENSG00000127124	0.6996817425163528
ENSG00000137936	0.33820075757575757
ENSG00000143032	0.6233644859813082
ENSG00000117519	0.04212962962962963
ENSG00000134215	0.15337620578778133
ENSG00000152078	0.7576045627376424
ENSG00000171492	0.7542705570291776
ENSG00000170989	0.3533931682193441
ENSG00000137962	0.3845220588235294
ENSG00000117154	0.14078549848942606
ENSG00000162377	0.05238095238095238
ENSG00000116774	0.12093023255813953
ENSG00000023909	0.2131086142322098
ENSG00000069702	0.418005942768555
ENSG00000116793	0.6087428160919539
ENSG00000117525	8.130081300813008e-4
ENSG00000198162	0.20802721088435366
ENSG00000171517	0.6406486329261196
ENSG00000143079	0.7853426280298889
ENSG00000173947	0.22580645161290322
ENSG00000134198	0.3422535211267606
ENSG00000117620	0.6161676646706586
ENSG00000162688	0.23969251336898395
ENSG00000197106	0.36669761273209545
ENSG00000185946	0.07876344086021504
ENSG00000162627	0.7909090909090909
ENSG00000265808	0.18633093525179856
ENSG00000134247	0.6857638888888892
ENSG00000162664	0.25000000000000006
ENSG00000134253	0.137956204379562
ENSG00000183508	0.6667889587700907
ENSG00000198765	0.12243589743589745
ENSG00000143398	0.4253932584269664
ENSG00000196505	0.39577543317893304
ENSG00000134200	0.9628571428571429
ENSG00000065183	0.25568181818181823
ENSG00000163156	0.03333333333333333
ENSG00000171943	0.8932275522755226
ENSG00000155761	0.328169014084507
ENSG00000116830	0
ENSG00000081026	0.3159922928709057
ENSG00000143458	0.8821839080459767
ENSG00000163155	0.049378881987577644
ENSG00000116824	0.44761904761904764
ENSG00000117262	0.1568493150684932
ENSG00000184371	0.18171428571428574
ENSG00000163154	0.5509290540540541
ENSG00000143158	0.4547787378894999
ENSG00000000460	0.42390898353879086
ENSG00000135862	0.153872053872054
ENSG00000143156	0.1425287356321839
ENSG00000198771	0.2869791666666667
ENSG00000143185	0.3060606060606059
ENSG00000143190	1
ENSG00000143171	0.5240343347639483
ENSG00000047410	0.2195555555555555
ENSG00000171806	0.02189130203342915
ENSG00000134216	0.05782352941176471
ENSG00000135842	0.19934210526315793
ENSG00000058085	0.03707865168539326
ENSG00000143167	0.08555555555555558
ENSG00000143184	0.24848484848484848
ENSG00000143228	0.05863899613899615
ENSG00000116833	0.6702898550724636
ENSG00000000457	0.15574311926605502
ENSG00000157064	0.7300884955752213
ENSG00000059588	0.1355263157894737
ENSG00000162782	0.03503401360544218
ENSG00000162851	0.175609756097561
ENSG00000143353	0
ENSG00000197965	0.07529411764705878
ENSG00000143493	0.26
ENSG00000179397	0.0445859872611465
ENSG00000186197	0.08867924528301888
ENSG00000162670	0.7515587529976019
ENSG00000162761	0.3971102996726266
ENSG00000143199	0.21051832574278895
ENSG00000007908	0.059527905198776765
ENSG00000092978	0.6075630252100841
ENSG00000188404	0.06557377049180325
ENSG00000203697	0.04545454545454546
ENSG00000116574	0.007575757575757576
ENSG00000143248	0.3024691358024692
ENSG00000162814	0.18
ENSG00000116132	0.9625
ENSG00000143476	0.313986013986014
ENSG00000057252	0.036964285714285706
ENSG00000162852	0.6396446078431373
ENSG00000116962	0.16363636363636366
ENSG00000181450	0.2193936680005729
ENSG00000143355	0.5446902654867257
ENSG00000174502	0.898852657004831
ENSG00000143195	0.14742647058823535
ENSG00000162849	0.45022727272727253
ENSG00000067533	0.27499999999999997
ENSG00000152104	0.28346320346320353
ENSG00000117650	0.05
ENSG00000203724	0.27999999999999997
ENSG00000173726	0.01885245901639344
ENSG00000152382	0.5064516129032258
ENSG00000135829	0.42045454545454536
ENSG00000134717	0.9758823529411764
ENSG00000143207	0.46071428571428563
ENSG00000150681	0.08522727272727272
ENSG00000116906	0.684431137724551
ENSG00000092969	0.2909956076134701
ENSG00000157181	0.06880522474068382
ENSG00000076258	0.025344999288661265
ENSG00000117697	0.13571428571428573
ENSG00000162669	0.35662037037037037
ENSG00000143641	0.42093023255813955
ENSG00000010932	0.05846153846153846
ENSG00000010072	0.0032967032967032967
ENSG00000135766	0.08120300751879703
ENSG00000168243	0.2951384049554781
ENSG00000116183	0.25556410623523507
ENSG00000066027	0.2917261055634808
ENSG00000173728	0.029346153846153848
ENSG00000185523	0.08090225563909775
ENSG00000116711	0.5608445777111444
ENSG00000157060	0
ENSG00000123684	0.34806088811324415
ENSG00000203705	0.0035714285714285718
ENSG00000174175	0.26599999999999996
ENSG00000008118	0.6237872589129165
ENSG00000171161	0.07656682172491827
ENSG00000196878	0.2505452821242295
ENSG00000074964	0.303313723687839
ENSG00000198929	0.04845995893223821
ENSG00000174606	0.16734693877551018
ENSG00000116903	0.15327102803738316
ENSG00000198797	0.6431646859083191
ENSG00000151414	0.2934587813620071
ENSG00000177614	0.04381188118811883
ENSG00000197472	0
ENSG00000136643	0.41524390243902437
ENSG00000069248	0.009782608695652175
ENSG00000253148	0.5371929824561403
ENSG00000090104	0.195
ENSG00000185220	0.1567080378250591
ENSG00000162769	0.019662921348314613
ENSG00000042781	0.3466176470588236
ENSG00000277462	0.040930232558139525
ENSG00000035687	0.21847826086956523
ENSG00000180287	0.148456057007126
ENSG00000007341	0.5321428571428569
ENSG00000143324	0.9527777777777777
ENSG00000198842	0.31354166666666666
ENSG00000198756	0.12291105121293801
ENSG00000054282	0.3112781954887219
ENSG00000183780	0.08756218905472639
ENSG00000162702	0.9664835164835165
ENSG00000143194	0.4027397260273972
ENSG00000054267	0.6373255871691741
ENSG00000175137	0.5034029389017787
ENSG00000134245	0.2332214765100671
ENSG00000187889	0.16403508771929823
ENSG00000097046	0.18781179138321996
ENSG00000203737	0.684459459459459
ENSG00000185420	0.030645161290322583
ENSG00000136636	0.1643979057591623
ENSG00000163874	0.3356842105263158
ENSG00000054392	0.31326039637988323
ENSG00000188739	0
ENSG00000143341	0.10925449871465301
ENSG00000116703	0.24315476190476193
ENSG00000162545	0.1814681107099879
ENSG00000090432	0.02519685039370079
ENSG00000183114	0.1832917705735659
ENSG00000158825	0.04242424242424242
ENSG00000158828	0.0868131868131868
ENSG00000162630	0.5719012605042015
ENSG00000066557	0.05897435897435897
ENSG00000118454	0.5328025477707009
ENSG00000116761	0.0013513513513513514
ENSG00000007968	0.32136363636363624
ENSG00000117318	0.025333333333333333
ENSG00000142676	1
ENSG00000057757	0.10102040816326531
ENSG00000117308	0.04093896713615023
ENSG00000132703	0.008333333333333333
ENSG00000132693	0.005769230769230769
ENSG00000158716	0.007194244604316547
ENSG00000181036	0.026153846153846153
ENSG00000158714	0.08461538461538462
ENSG00000243284	0.709558823529412
ENSG00000213085	0.12388059701492539
ENSG00000162723	0.0030000000000000005
ENSG00000163399	0.23917910447761193
ENSG00000177888	0.7744853737811486
ENSG00000243364	0.5880952380952381
ENSG00000143590	0.7523809523809524
ENSG00000169242	0.24803921568627443
ENSG00000169241	0.011666666666666667
ENSG00000163463	0.14750000000000002
ENSG00000169231	0.9523809523809523
ENSG00000177628	0.03357664233576642
ENSG00000143630	0.2601562499999999
ENSG00000143627	0.02790697674418605
ENSG00000197721	0
ENSG00000174059	0.3666666666666668
ENSG00000142657	0.12037037037037036
ENSG00000175279	0.14117647058823532
ENSG00000160049	0
ENSG00000182004	0.45737704918032773
ENSG00000130768	0.052717391304347806
ENSG00000158156	0.1216494845360825
ENSG00000182118	0.004651162790697674
ENSG00000143633	0.2029411764705882
ENSG00000132773	0.1433734939759036
ENSG00000070759	0.6007602862254025
ENSG00000280670	0.05948275862068965
ENSG00000132763	0.7969696969696969
ENSG00000169224	0.03793103448275863
ENSG00000133019	0.3231528726807964
ENSG00000162636	0.2048632218844986
ENSG00000162639	0.06025641025641026
ENSG00000134186	0.6340425531914896
ENSG00000143107	0.2653846153846154
ENSG00000116266	0.1359375
ENSG00000215717	0.48256880733944935
ENSG00000132676	0.02738095238095238
ENSG00000132718	0.5164102564102568
ENSG00000132680	0.7699999999999999
ENSG00000163479	0.3015625
ENSG00000160803	0.4969072164948459
ENSG00000132698	0.17510373443983399
ENSG00000242252	0.014583333333333332
