Gene_ID	Species	Mean_RNA	Mean_Protein	SE_RNA	SE_Protein
ENSG00000002549	Felis_catus	1.6546306980776362	1.6770831257664798	0.06081013647015728	0.01627482495139633
ENSG00000002549	Bos_taurus	-0.16508369834258416	1.0887246383296083	0.02666011972000498	0.01986120452860827
ENSG00000002549	Canis_lupus	0.832361568853721	1.4067726223312798	0.00433942130055415	0.04283569869179657
ENSG00000002549	Equus_caballus	0.3843062555199068	1.5270375401476224	0.15238403519062435	0.15768359620515837
ENSG00000002549	Homo_sapiens	0.4838581384155081	1.17134803444096	0.09807956953981192	0.01796318668423347
ENSG00000002549	Macaca_mulatta	0.41227251180800295	1.1681194494832607	0.0572174711754727	0.08563720637764903
ENSG00000002549	Monodelphis_domestica	0.7177331593298621	1.6732630610393544	0.00442546617669241	0.01662517396915944
ENSG00000002549	Sus_scrofa	0.4751378095519003	1.287471962320154	0.06375066334971875	0.02495481815020237
ENSG00000002549	Oryctolagus_cuniculus	0.9733776879221552	0.9740298574337372	0.06840754118401338	0.00853289110507144
ENSG00000002549	Rattus_norvegicus	0.7746756332803609	1.4995206814220765	0.02997406936641173	0.06986271987867029
ENSG00000002549	Ovis_aries	-0.1397691109665256	1.139470826220498	0.01879693199424973	0.04641056512174134
ENSG00000002834	Felis_catus	1.5534516827863645	2.106584418018631	0.09140513505196532	0.00896784137560663
ENSG00000002834	Bos_taurus	2.342476943971908	2.709000068413664	0.02125433498618232	0.04041665943142442
ENSG00000002834	Canis_lupus	0.9456875472526224	2.2091371982107204	0.00633912474655251	0.04677651729163911
ENSG00000002834	Equus_caballus	1.2760277479019375	1.8931721475130947	0.06083961862037444	0.05076741688141451
ENSG00000002834	Homo_sapiens	1.3483381716771023	2.240170018797636	0.06189511732975287	0.02015641763131092
ENSG00000002834	Macaca_mulatta	1.5646810570864331	2.2327573734442843	0.2025761252734995	0.04909989942037685
ENSG00000002834	Monodelphis_domestica	0.7950074318602219	1.4489199103188204	0.02432594517217982	0.02196387542220967
ENSG00000002834	Sus_scrofa	1.4076478908480388	1.9014393381550732	0.03591733990155574	0.01672504245067111
ENSG00000002834	Oryctolagus_cuniculus	1.048636971337582	1.5744416740256142	0.23149621401286036	0.02343979595816283
ENSG00000002834	Rattus_norvegicus	1.4745743155322169	1.7414571418282894	0.1420724921942338	0.0932645216237855
ENSG00000002834	Ovis_aries	1.9233524644701472	2.0828432637729497	0.01662241884604544	0.06365223759659216
ENSG00000013364	Felis_catus	0.8953462517713318	1.877919945160864	0.1137417166713512	0.00971905657729863
ENSG00000013364	Bos_taurus	0.7171645109749057	1.6608196926871204	0.00673375803492955	0.03429225952897372
ENSG00000013364	Canis_lupus	0.5241775170472368	1.368948387747127	0.00730616152253763	0.04249424962383508
ENSG00000013364	Equus_caballus	-0.4672265464854297	1.7223048173088795	0.02927152627605584	0.0430052729033115
ENSG00000013364	Homo_sapiens	1.2241903093105662	1.9925420107104328	0.05247158016225662	0.02945641405089071
ENSG00000013364	Macaca_mulatta	1.4160896115446504	2.0282214073904035	0.09321963247516347	0.11337234446155064
ENSG00000013364	Monodelphis_domestica	0.6685935379869555	2.0060758349784793	0.07347992253075399	0.01467530556906635
ENSG00000013364	Sus_scrofa	0.8573445659280682	1.7505426756202145	0.03147747598380059	0.01114493748350148
ENSG00000013364	Oryctolagus_cuniculus	0.3823240707007409	1.9462079404870425	0.11616214914071192	0.01637037435829583
ENSG00000013364	Rattus_norvegicus	-0.22682203613974136	1.2979032711149483	0.01045991408415576	0.01692994843279812
ENSG00000013364	Ovis_aries	0.9328424198498674	1.717057246284088	0.01340771807723443	0.04521784427533599
ENSG00000014216	Felis_catus	0.7500809458984281	1.903255996677381	0.07607849012212436	0.01290161140756576
ENSG00000014216	Bos_taurus	0.6934095338943422	1.6033413596717536	0.00866722413679429	0.00952240064560957
ENSG00000014216	Canis_lupus	0.552188969691815	1.288646657908881	0.01030492929880711	0.02933933866496334
ENSG00000014216	Equus_caballus	0.9994374476793172	1.4812788456238857	0.14406999385344663	0.06076825661503111
ENSG00000014216	Homo_sapiens	0.8666707506354746	1.4708030960142775	0.05697000267866859	0.01951827149751609
ENSG00000014216	Macaca_mulatta	0.907373114102009	1.1470707150334452	0.04164252603818435	0.12797415584378946
ENSG00000014216	Monodelphis_domestica	0.23431251109864	0.6256081601402212	0.03227154596499326	0.02875047224675125
ENSG00000014216	Sus_scrofa	0.8354457969712488	1.4236399432522917	0.05183872089391686	0.00941247203603214
ENSG00000014216	Oryctolagus_cuniculus	0.06765288339191006	0.8423135046137855	0.13544494489192688	0.06187035128297225
ENSG00000014216	Rattus_norvegicus	-0.38127561618495937	0.5411952954957502	0.08317991706326315	0.08408716800047326
ENSG00000014216	Ovis_aries	0.4595090299297327	1.4626548086261602	0.01698673709752714	0.03437012732912956
ENSG00000014641	Felis_catus	0.9816231443529648	1.957641142860023	0.13921813529429466	0.02276827556686789
ENSG00000014641	Bos_taurus	0.8172759737005867	2.0905826907106135	0.02548048042299366	0.01344861017429894
ENSG00000014641	Canis_lupus	1.2268678058994111	1.989913114840091	0.0199572115838389	0.02366857720892603
ENSG00000014641	Equus_caballus	1.3529865915093309	2.104944396106404	0.06310895920007957	0.0342877222846969
ENSG00000014641	Homo_sapiens	1.5498550443757508	2.289807555066012	0.02683101926390617	0.02128091004386253
ENSG00000014641	Macaca_mulatta	1.5706523791984102	2.2352637649729523	0.08553628596518228	0.05279951018785578
ENSG00000014641	Monodelphis_domestica	1.02092928921196	2.24029805779179	0.01974137987014834	0.016177007581774962
ENSG00000014641	Sus_scrofa	0.8585532209399864	2.380685599713515	0.04764714343924226	0.03271361975686145
ENSG00000014641	Oryctolagus_cuniculus	2.38544520293085	2.9194019064196444	0.09478241204521878	0.00869096246647858
ENSG00000014641	Rattus_norvegicus	1.3620218225953622	2.0319062269416395	0.06831697902568909	0.0114706539977424
ENSG00000014641	Ovis_aries	1.157552304417767	2.116368117923048	0.02513675323599519	0.05388662780914727
ENSG00000022267	Felis_catus	-0.01090834437118094	0.635558653090885	0.07968369746751157	0.01046059022647952
ENSG00000022267	Bos_taurus	0.4542771683408673	0.9636042442958884	0.01647812932352776	0.04766092061291279
ENSG00000022267	Canis_lupus	0.98085609187837	1.5125168468722436	0.01837617156896278	0.03980778676125659
ENSG00000022267	Equus_caballus	0.2786968956494813	0.8611151409486176	0.2814911706175086	0.05424101608524813
ENSG00000022267	Homo_sapiens	1.5154583613900892	1.714990052350965	0.3336884591386481	0.0278772608360584
ENSG00000022267	Macaca_mulatta	1.352347935935374	1.2486540616022108	0.3712149718686815	0.5216687171097335
ENSG00000022267	Monodelphis_domestica	3.162494884432743	2.6478291211758256	0.07763569033060268	0.04181250995695518
ENSG00000022267	Sus_scrofa	0.6424968427964847	-0.02782402275223421	0.01607644254624286	0.0117753934819148
ENSG00000022267	Oryctolagus_cuniculus	-2.2992274699086903	-0.4873569371573617	0.530403157824704	0.02679607681653039
ENSG00000022267	Rattus_norvegicus	0.5797118200192036	0.1435253433590875	0.44497574349745017	0.6858547298592936
ENSG00000022267	Ovis_aries	-0.6451914035291221	0.19578340114764453	0.02804311921010971	0.02530156407904098
ENSG00000026025	Felis_catus	3.982119665812825	4.29844492048363	0.1577724706352007	0.05046963844788408
ENSG00000026025	Bos_taurus	3.746343304256104	3.9665013088605225	0.02015679296644698	0.10978431273939382
ENSG00000026025	Canis_lupus	-4.402731490362186	0.9885535794322264	0.29285891517075296	0.2333969206588892
ENSG00000026025	Equus_caballus	4.646461871417869	4.527116361880947	0.06622499491147846	0.0564489216324394
ENSG00000026025	Homo_sapiens	4.415350979107185	4.972607453097345	0.10589195980987882	0.07991861884288853
ENSG00000026025	Macaca_mulatta	3.9945237359243446	4.2327634416708655	0.04386182911994752	0.03475604873151594
ENSG00000026025	Monodelphis_domestica	4.338473224424668	4.464011613813651	0.03834072485424441	0.04221437720723736
ENSG00000026025	Sus_scrofa	4.207225203248719	5.049898398381248	0.02924940139278615	0.07567977830833475
ENSG00000026025	Oryctolagus_cuniculus	4.337534607958534	4.637897351191069	0.10212392087048767	0.06199741144260761
