gene_id	agg_PGS
ENSG00000000003	0.959821428571429
ENSG00000000005	1.91566265060241
ENSG00000000419	1.22222222222222
ENSG00000000457	0.43894495412844
ENSG00000000460	1.06295578429202
ENSG00000000938	0.773902864811957
ENSG00000000971	0.146666666666667
ENSG00000001036	-1.22093023255814
ENSG00000001084	0.276315789473684
ENSG00000001167	2.2536552946389
ENSG00000001460	0.221094171613599
ENSG00000001461	0.474018737486306
ENSG00000001497	-0.243055555555556
ENSG00000001561	0.1780868385346
ENSG00000001617	0.790931881051178
ENSG00000001626	0.5
ENSG00000001629	1.26178266178266
ENSG00000001630	0.190265486725664
ENSG00000001631	0.466812062062062
ENSG00000002016	0.235215053763441
ENSG00000002330	1.57678571428572
ENSG00000002549	-0.212686567164179
ENSG00000002586	-0.522727272727273
ENSG00000002587	0.59297052154195
ENSG00000002726	-0.00520833333333348
ENSG00000002745	0.237201365187713
ENSG00000002746	1.98323997355265
ENSG00000002822	-0.0245709396547387
ENSG00000002834	0.568181818181818
ENSG00000002919	1.07824025289779
ENSG00000002933	-0.716666666666667
ENSG00000003056	0.933544303797468
ENSG00000003096	0.917698019801978
ENSG00000003137	1.66071428571429
ENSG00000003147	1.1357765993842
ENSG00000003249	-0.117391304347826
ENSG00000003393	1.00021929824561
ENSG00000003400	0.203869047619048
ENSG00000003402	0.0214043061102695
ENSG00000003436	0.723516949152542
ENSG00000003509	-1.09375
ENSG00000003756	0.936469488356279
ENSG00000003987	0.491525423728814
ENSG00000003989	0.135476504172157
ENSG00000004059	0.982954545454545
ENSG00000004139	-0.227138643067847
ENSG00000004142	1.15822784810127
ENSG00000004399	0.202702702702703
ENSG00000004455	0.254545454545455
ENSG00000004468	-0.402298850574713
ENSG00000004478	-0.0470588235294118
ENSG00000004487	0.689922480620155
ENSG00000004534	1.22009569377991
ENSG00000004660	0.0284125379170882
ENSG00000004700	0.06844301382928
ENSG00000004766	0.818627450980392
ENSG00000004776	0.404761904761905
ENSG00000004777	1.02105263157895
ENSG00000004779	1.59615384615385
ENSG00000004799	-0.387892376681614
ENSG00000004809	-0.243589743589744
ENSG00000004838	0.140522875816993
ENSG00000004846	0.60902255639098
ENSG00000004848	1.35745614035088
ENSG00000004864	0.440140845070423
ENSG00000004866	1.425
ENSG00000004897	2.82926829268293
ENSG00000004939	0.326757532281206
ENSG00000004948	0.478898013301683
ENSG00000004961	0.0908772599949071
ENSG00000004975	0.470588235294118
ENSG00000005001	-0.462121212121212
ENSG00000005007	0.390438247011952
ENSG00000005020	0.760869565217391
ENSG00000005022	0.118055555555556
ENSG00000005059	-0.114130434782609
ENSG00000005073	5.08522727272727
ENSG00000005075	-0.653225806451613
ENSG00000005100	0.142276422764228
ENSG00000005102	0.452319587628866
ENSG00000005108	1.30952380952381
ENSG00000005156	1.32939189189189
ENSG00000005175	-0.0849156118143458
ENSG00000005187	0.163646708683474
ENSG00000005189	-0.0649441340782125
ENSG00000005194	0.0704545454545455
ENSG00000005206	0.307692307692308
ENSG00000005238	1.80874680715198
ENSG00000005243	0.55
ENSG00000005249	0.280788177339901
ENSG00000005302	2.37037037037037
ENSG00000005339	0.722710163111669
ENSG00000005379	0.676571428571429
ENSG00000005381	-0.0225988700564972
ENSG00000005421	-0.824561403508772
ENSG00000005436	-1.19166666666667
ENSG00000005448	0.38505747126437
ENSG00000005469	0.056394993894994
ENSG00000005471	0.583333333333335
ENSG00000005483	3.87548937870929
ENSG00000005486	-0.285714285714286
ENSG00000005513	-0.176470588235294
ENSG00000005700	1.52985948477752
ENSG00000005801	0.0518867924528302
ENSG00000005810	1.17711598746082
ENSG00000005812	0.984984984984985
ENSG00000005844	0.166666666666667
ENSG00000005882	0.211764705882353
ENSG00000005884	0.209090909090909
ENSG00000005889	1.38850546975547
ENSG00000005893	-0.0393700787401575
ENSG00000005961	0.431818181818182
ENSG00000005981	1.12068965517241
ENSG00000006007	1.03731343283582
ENSG00000006015	0.5
ENSG00000006016	-0.440559440559441
ENSG00000006025	0.92562149157979
ENSG00000006042	0.346187363834423
ENSG00000006047	0.284172661870504
ENSG00000006059	-0.0245901639344262
ENSG00000006062	1.10204918032787
ENSG00000006071	1.09420289855072
ENSG00000006116	1.49047619047619
ENSG00000006118	0.385057471264368
ENSG00000006125	1.31958553433563
ENSG00000006128	0.470454545454545
ENSG00000006194	-0.4375
ENSG00000006210	-0.246835443037975
ENSG00000006282	-0.685714285714286
ENSG00000006283	0.832214765100671
ENSG00000006327	0.283333333333333
ENSG00000006377	2.93529411764706
