Gene_ID	Species	Mean_RNA	Mean_Protein	SE_RNA	SE_Protein
ENSG00000004961	Felis_catus	-0.8996822734776209	-1.056383552168721	0.06675143611355781	0.06171647045813093
ENSG00000004961	Bos_taurus	-0.4590165287556199	-0.05014104574932604	0.03235138378623026	0.05518888315826746
ENSG00000004961	Canis_lupus	-0.8021453060903296	-1.0019728148758271	0.03540394530637015	0.02965107722601323
ENSG00000004961	Equus_caballus	-1.3041012858744316	-1.544829830239564	0.04757321016836195	0.03475105747931393
ENSG00000004961	Homo_sapiens	0.02205992746824192	-0.14166389325045614	0.03206496496958586	0.07384462994244315
ENSG00000004961	Macaca_mulatta	-0.8037635301395232	-0.28161251384577524	0.04319323321261819	0.14521714250825007
ENSG00000004961	Monodelphis_domestica	-1.4434647845362296	-1.4092479359592671	0.04820718203190009	0.04815431464390961
ENSG00000004961	Sus_scrofa	-0.8741325867745183	-1.1462682048809198	0.01400831739301177	0.05339251937860188
ENSG00000004961	Oryctolagus_cuniculus	0.2992322344666878	-0.7888901117900359	0.04297725767940534	0.02168228054922656
ENSG00000004961	Rattus_norvegicus	-1.0344378520522817	-0.8280375777907303	0.06210417692413002	0.06873645728132739
ENSG00000004961	Ovis_aries	-0.5871475890027168	-0.28344358344580856	0.0619366089039494	0.06265833546792755
ENSG00000007168	Felis_catus	1.2154842621152868	1.3017457697027712	0.01776373545347537	0.04158676354672062
ENSG00000007168	Bos_taurus	1.2449373408019695	0.9776711434719472	0.00645589753657205	0.01225144011288734
ENSG00000007168	Canis_lupus	0.891940447733445	1.228118534774412	0.00590651655413971	0.02984628373440934
ENSG00000007168	Equus_caballus	1.1881620268294586	1.2158936378090743	0.01142228908418094	0.04975427317325315
ENSG00000007168	Homo_sapiens	1.1981586917634328	1.3062577424498254	0.02687605382881648	0.01671388011370342
ENSG00000007168	Macaca_mulatta	0.7742535007286975	0.7264978663535018	0.08176710598418568	0.08553445808810416
ENSG00000007168	Monodelphis_domestica	1.2342478716592664	0.9872814533785774	0.01581061810538092	0.02780150827274187
ENSG00000007168	Sus_scrofa	0.7792703891692924	1.0306666549652557	0.03014985622377895	0.00878807294268519
ENSG00000007168	Oryctolagus_cuniculus	1.0739695730141872	1.2289998844496608	0.05269261719332405	0.01724808502257591
ENSG00000007168	Rattus_norvegicus	0.8264051174021708	1.2071915580398869	0.04452756614578541	0.01387428317051019
ENSG00000007168	Ovis_aries	1.096769122924924	1.1172785965315828	0.00734027004388372	0.02998951000267566
ENSG00000038382	Felis_catus	-1.3835290299378011	-1.0057676651878231	0.0887418904758165	0.00502302950842788
ENSG00000038382	Bos_taurus	-0.6178444503224512	-0.9316442030219968	0.02555985244337338	0.01498813827192999
ENSG00000038382	Canis_lupus	-0.5324009310584387	-1.020949502474498	0.03179828845082354	0.05131363983628816
ENSG00000038382	Equus_caballus	-0.04360093204799609	-0.1442158579459762	0.15555267562252015	0.07465052852960807
ENSG00000038382	Homo_sapiens	0.2716360958091192	-0.11265382446930944	0.02767252874368342	0.02233853518947216
ENSG00000038382	Macaca_mulatta	-0.24303642339886497	-0.5820869213542821	0.19985415950641824	0.1111105633522617
ENSG00000038382	Monodelphis_domestica	-0.6101252017612667	-0.24737089996135617	0.03460650575381092	0.03400757813619742
ENSG00000038382	Sus_scrofa	0.05168334386758138	-0.5248282723199471	0.01825195991173594	0.01172721463013754
ENSG00000038382	Oryctolagus_cuniculus	-0.7214089812904568	-1.003388319877624	0.14580297594403133	0.03363770772996984
ENSG00000038382	Rattus_norvegicus	-1.13080359617777	-1.029814800280389	0.06901078678727642	0.00267977485937946
ENSG00000038382	Ovis_aries	-0.7632223962633478	-0.8828462953643036	0.01742180515576314	0.02655448366301256
