Gene_ID	Species	Mean_RNA	Mean_Protein	SE_RNA	SE_Protein
ENSG00000001084	Felis_catus	-0.1714055244714733	-0.3081421135680693	0.24096102915183495	0.01277362349394423
ENSG00000001084	Bos_taurus	-1.491439863254231	-0.5527076035688537	0.01441718973583919	0.01549919262698067
ENSG00000001084	Canis_lupus	-0.3793624092054145	-0.278783496266161	0.01114250515522022	0.03099902576912476
ENSG00000001084	Equus_caballus	-0.20695429355916573	0.37348813525876	0.2358947067787083	0.07519671849249349
ENSG00000001084	Homo_sapiens	-0.6638782851211225	-0.3516716659310903	0.1501064430957256	0.01746985543901254
ENSG00000001084	Macaca_mulatta	-0.24699765488133069	0.4069972352802997	0.11830543704047064	0.0681298615783415
ENSG00000001084	Monodelphis_domestica	-0.49119507571753457	0.00807952081865995	0.04853823769779668	0.01788837667617815
ENSG00000001084	Sus_scrofa	-1.7532551831327332	-0.1881497596792864	0.04047817203031741	0.17651587715874323
ENSG00000001084	Oryctolagus_cuniculus	-0.34114354875038977	0.6457302028528948	0.03921759280010504	0.03109693404231574
ENSG00000001084	Rattus_norvegicus	-0.29854610169969986	0.24449770719785904	0.2316246487517737	0.06471404861773301
ENSG00000001084	Ovis_aries	-2.1550918312915086	-0.8965102370749717	0.02107018404107354	0.01964996863691304
ENSG00000005249	Felis_catus	-0.6595237445927258	0.10889112600299432	0.04990264206646465	0.03256889936811019
ENSG00000005249	Bos_taurus	0.8828715010702234	0.8559354616982341	0.04129548925869577	0.02236922111724747
ENSG00000005249	Canis_lupus	-0.5705271207384388	0.5429922614391759	0.014521226129494	0.1206237696003094
ENSG00000005249	Equus_caballus	-2.862348879545447	-1.1600176756625216	0.17572118901732084	0.21375495372366363
ENSG00000005249	Homo_sapiens	-2.541179668052445	-1.4057563534718207	0.17126401696729476	0.03327949222713527
ENSG00000005249	Macaca_mulatta	-0.4072379057110944	0.03233923582946138	0.3290572016384589	0.06476285571394398
ENSG00000005249	Monodelphis_domestica	-2.3580539411393393	0.8628186067712891	0.24078660275024044	0.11333176699391594
ENSG00000005249	Sus_scrofa	-0.33702530288565313	-0.5647270378275097	0.02398552646277999	0.03550517183565129
ENSG00000005249	Oryctolagus_cuniculus	-0.30777000286274026	0.4476962260001552	0.23772685561697432	0.04791671450728033
ENSG00000005249	Rattus_norvegicus	-1.0746146317227572	-0.6491860336373306	0.2413722322803875	0.20350040954814289
ENSG00000005249	Ovis_aries	0.05951800907946168	0.4200800441481423	0.0426949595525936	0.00162005047853782
ENSG00000006530	Felis_catus	-0.8007298596408178	0.23531772649569985	0.06375290332033134	0.02987717302955223
ENSG00000006530	Bos_taurus	-1.4667951469392606	-0.13952370557756522	0.05822892190211468	0.01725689151431085
ENSG00000006530	Canis_lupus	-1.0692013257733324	0.2227046850117374	0.05291052282043316	0.06252630587550154
ENSG00000006530	Equus_caballus	-1.003673400064762	-0.1659757970540245	0.06512690037689083	0.04070187701978751
ENSG00000006530	Homo_sapiens	-0.6926220690486684	-0.09888045779874231	0.07124812948590548	0.05629731920662552
ENSG00000006530	Macaca_mulatta	-0.7017579249926825	-0.12379944898941914	0.03344892828138118	0.00950461336773821
ENSG00000006530	Monodelphis_domestica	-1.2812403892377782	-0.9960170386181448	0.0211408912088414	0.01172694612907022
ENSG00000006530	Sus_scrofa	-0.7351645559423154	0.17153473840461925	0.02029984469254775	0.03351974839983058
ENSG00000006530	Oryctolagus_cuniculus	-2.0731121011885443	0.2341556308054612	0.06742383049447252	0.12220674131341604
ENSG00000006530	Rattus_norvegicus	-0.9713640808853542	-0.3851789573059414	0.10483773800321898	0.08908169636726355
ENSG00000006530	Ovis_aries	-1.1036064761957551	-0.37138749481016087	0.01204872584053409	0.05491269061237568
ENSG00000007392	Felis_catus	-0.49110432550057376	-0.13754648994769086	0.11425117557504848	0.07333811406780746
ENSG00000007392	Bos_taurus	0.01077034021397201	-0.06022366526269045	0.00650915554358536	0.08769242948077051
ENSG00000007392	Canis_lupus	-0.4228304378538776	-1.179199181281246	0.02761202870632759	0.08364599760434965
ENSG00000007392	Equus_caballus	-0.25012124190238944	0.37809150061714225	0.02319685276993804	0.05093768186956548
ENSG00000007392	Homo_sapiens	-0.5285903785703137	0.6797958053465099	0.03235320481775605	0.01915817264930451
ENSG00000007392	Macaca_mulatta	-0.1428158713871042	-0.33626188217020125	0.08956306894719655	0.1659058723283252
ENSG00000007392	Monodelphis_domestica	-0.6363190513269339	-0.31452096783535227	0.03605189849424661	0.03451092787829492
ENSG00000007392	Sus_scrofa	-0.6573662311830002	0.07441723690058503	0.09278422459245744	0.01850717441642548
ENSG00000007392	Oryctolagus_cuniculus	-0.4862200623823181	-1.548442515122264	0.02557836101319246	0.01866006117619013
ENSG00000007392	Rattus_norvegicus	-0.15559058414777857	-0.8004148320617368	0.07592789884787551	0.0944054193543817
ENSG00000007392	Ovis_aries	-0.28264629988644935	0.4376361646328287	0.03173936496140737	0.03289669369443828
ENSG00000009954	Felis_catus	-0.01430302377717749	-1.0929062910726182	0.09183914829997152	0.0435265130161059
ENSG00000009954	Bos_taurus	-0.13412177581696222	-1.4791628341621388	0.00689822021588476	0.07135535285487062
ENSG00000009954	Canis_lupus	-0.6906140262569255	-1.522689795353527	0.01326660187243569	0.06310584705948453
ENSG00000009954	Equus_caballus	0.06734724898281674	-0.8253941579573192	0.03498969012685386	0.0650458036601563
ENSG00000009954	Homo_sapiens	0.17926819824753687	-0.8453375613345686	0.04317091964443733	0.10566945277813024
ENSG00000009954	Macaca_mulatta	0.1856292168592118	-0.10624494556491763	0.01316478992924703	0.0598889887280631
ENSG00000009954	Monodelphis_domestica	-0.1439932547983143	-0.8728655823561193	0.04227803722760064	0.03709815240375969
ENSG00000009954	Sus_scrofa	-0.16587907838901203	3.879303146658699	0.03143569399629216	0.01102126523904939
ENSG00000009954	Oryctolagus_cuniculus	0.31279460863270625	-0.6690132565367101	0.04546341364426602	0.07627375287820395
ENSG00000009954	Rattus_norvegicus	-0.06736674923351418	2.8910148358314296	0.04371354123699501	0.20923720341284735
ENSG00000009954	Ovis_aries	0.1259542722454897	-0.6679379506169738	0.01844850324609417	0.07471038894241545
ENSG00000011009	Felis_catus	-0.5666424174921523	0.5127377663594915	0.05207744126127315	0.02475019916738291
ENSG00000011009	Bos_taurus	-0.3703649124066609	0.00512729648258524	0.02286664974957407	0.01986414649884685
ENSG00000011009	Canis_lupus	0.5851974199161725	0.12013864246883166	0.0292840012242719	0.01441345217868474
ENSG00000011009	Equus_caballus	-0.5194346305320076	-0.09201879878552809	0.02535792347003775	0.01579936166992329
ENSG00000011009	Homo_sapiens	0.5526731332419502	0.23566614003045425	0.1026429441920584	0.03814324318985479
ENSG00000011009	Macaca_mulatta	0.2353605823407704	-0.04837398631003963	0.07029094574081912	0.00528080764997175
ENSG00000011009	Monodelphis_domestica	0.42034915982584087	-0.792915687862821	0.01140646486238349	0.04048770873724992
ENSG00000011009	Sus_scrofa	-0.3407856067061624	-0.17247624125319327	0.02539484003620504	0.01813725053073923
ENSG00000011009	Oryctolagus_cuniculus	-0.4045171102402943	0.06005575967011575	0.00390256198814266	0.0381530207066149
ENSG00000011009	Rattus_norvegicus	-0.5870007099564204	-0.01947915514036883	0.08586945124723334	0.12183462884440384
ENSG00000011009	Ovis_aries	0.09619866940392469	0.2235963830820742	0.01568728397462731	0.04936601761406727
ENSG00000011422	Felis_catus	1.1391640915824504	1.4742106715604817	0.06057207007381087	0.00901208816852648
ENSG00000011422	Bos_taurus	-1.1082067021539583	1.4122049468785365	0.00724774152395266	0.03340022932166621
ENSG00000011422	Canis_lupus	1.1833762327412958	-0.0384423199341743	0.02095614797314793	0.0951929258896424
