Gene_ID,Num.Enhancers
ENSG00000103742,7
ENSG00000103769,12
ENSG00000103811,15
ENSG00000103832,1
ENSG00000103852,24
ENSG00000103855,9
ENSG00000103876,23
ENSG00000103888,8
ENSG00000103932,10
ENSG00000103942,12
ENSG00000103966,11
ENSG00000103978,19
ENSG00000103994,15
ENSG00000103995,12
ENSG00000104043,31
ENSG00000104044,7
ENSG00000104047,5
ENSG00000104055,6
ENSG00000104059,6
ENSG00000104064,18
ENSG00000104067,16
ENSG00000104081,15
ENSG00000104093,20
ENSG00000104112,12
ENSG00000104129,22
ENSG00000104131,20
ENSG00000104133,17
ENSG00000104140,13
ENSG00000104142,29
ENSG00000104147,13
ENSG00000104154,11
ENSG00000104164,17
ENSG00000104177,1
ENSG00000104205,30
ENSG00000104213,27
ENSG00000104218,13
ENSG00000104219,7
ENSG00000104221,18
ENSG00000104228,21
ENSG00000104231,7
ENSG00000104237,9
ENSG00000104267,3
ENSG00000104290,20
ENSG00000104299,25
ENSG00000104312,27
ENSG00000104313,8
ENSG00000104320,27
ENSG00000104321,2
ENSG00000104324,35
ENSG00000104325,18
ENSG00000104327,6
ENSG00000104331,1
ENSG00000104332,10
ENSG00000104341,5
ENSG00000104343,4
ENSG00000104356,4
ENSG00000104361,6
ENSG00000104365,24
ENSG00000104368,25
ENSG00000104369,2
ENSG00000104371,11
ENSG00000104375,7
ENSG00000104381,4
ENSG00000104388,17
ENSG00000104408,4
ENSG00000104412,2
ENSG00000104413,10
ENSG00000104415,7
ENSG00000104419,30
ENSG00000104427,2
ENSG00000104432,3
ENSG00000104435,3
ENSG00000104442,8
ENSG00000104447,27
ENSG00000104450,29
ENSG00000104472,20
ENSG00000104490,13
ENSG00000104497,4
ENSG00000104499,7
ENSG00000104517,20
ENSG00000104518,21
ENSG00000104522,26
ENSG00000104524,28
ENSG00000104529,20
ENSG00000104537,13
ENSG00000104549,35
ENSG00000104611,25
ENSG00000104613,28
ENSG00000104626,28
ENSG00000104635,26
ENSG00000104643,3
ENSG00000104660,19
ENSG00000104671,30
ENSG00000104679,11
ENSG00000104687,15
ENSG00000104689,9
ENSG00000104691,18
ENSG00000104695,11
ENSG00000104714,13
ENSG00000104722,9
ENSG00000104723,6
ENSG00000104728,13
ENSG00000104731,38
ENSG00000104738,21
ENSG00000104756,18
ENSG00000104760,31
ENSG00000104763,13
ENSG00000104765,28
ENSG00000104774,12
ENSG00000104783,17
ENSG00000104804,1
ENSG00000104805,18
ENSG00000104808,12
ENSG00000104812,26
ENSG00000104814,28
ENSG00000104823,23
ENSG00000104824,32
ENSG00000104825,24
ENSG00000104826,7
ENSG00000104833,11
ENSG00000104835,27
ENSG00000104848,1
ENSG00000104852,21
ENSG00000104853,38
ENSG00000104856,33
ENSG00000104859,39
ENSG00000104863,18
ENSG00000104866,41
ENSG00000104870,21
ENSG00000104872,23
ENSG00000104879,6
ENSG00000104880,15
ENSG00000104881,36
ENSG00000104883,14
ENSG00000104884,28
ENSG00000104885,22
ENSG00000104886,17
ENSG00000104888,13
ENSG00000104889,12
ENSG00000104892,23
ENSG00000104894,13
ENSG00000104897,17
ENSG00000104899,9
ENSG00000104901,14
ENSG00000104903,12
ENSG00000104904,32
ENSG00000104907,23
ENSG00000104915,9
ENSG00000104918,3
ENSG00000104921,11
ENSG00000104936,12
ENSG00000104938,4
ENSG00000104946,24
ENSG00000104951,26
ENSG00000104953,19
ENSG00000104957,13
ENSG00000104960,19
ENSG00000104964,24
ENSG00000104967,4
ENSG00000104969,33
ENSG00000104970,12
ENSG00000104972,19
ENSG00000104973,17
ENSG00000104974,10
ENSG00000104976,9
ENSG00000104979,14
ENSG00000104980,18
ENSG00000104983,19
ENSG00000104998,23
ENSG00000105011,28
ENSG00000105048,17
ENSG00000105053,17
ENSG00000105058,32
ENSG00000105063,17
ENSG00000105072,12
ENSG00000105085,36
ENSG00000105088,11
ENSG00000105122,9
ENSG00000105127,10
ENSG00000105131,5
ENSG00000105135,11
ENSG00000105136,3
ENSG00000105137,5
ENSG00000105141,1
ENSG00000105143,4
ENSG00000105146,2
ENSG00000105171,6
ENSG00000105173,6
ENSG00000105176,6
ENSG00000105185,4
ENSG00000105186,6
ENSG00000105193,5
ENSG00000105197,8
ENSG00000105198,1
ENSG00000105202,7
ENSG00000105204,10
ENSG00000105205,1
ENSG00000105219,6
ENSG00000105220,8
ENSG00000105221,25
ENSG00000105223,14
ENSG00000105227,13
ENSG00000105229,13
ENSG00000105245,22
ENSG00000105246,13
ENSG00000105248,16
ENSG00000105251,5
ENSG00000105254,8
ENSG00000105255,16
ENSG00000105258,6
ENSG00000105261,1
ENSG00000105270,5
ENSG00000105278,5
ENSG00000105281,15
ENSG00000105287,12
ENSG00000105289,14
ENSG00000105290,4
ENSG00000105298,16
ENSG00000105321,26
ENSG00000105323,19
ENSG00000105325,18
ENSG00000105327,22
ENSG00000105329,18
ENSG00000105339,44
ENSG00000105341,13
ENSG00000105352,10
ENSG00000105355,13
ENSG00000105357,12
ENSG00000105364,12
ENSG00000105366,10
ENSG00000105369,12
ENSG00000105370,10
ENSG00000105371,17
ENSG00000105372,12
ENSG00000105373,17
ENSG00000105374,12
ENSG00000105376,21
ENSG00000105379,14
ENSG00000105383,9
ENSG00000105388,6
ENSG00000105393,12
ENSG00000105397,18
ENSG00000105398,3
ENSG00000105401,21
ENSG00000105402,22
ENSG00000105404,11
ENSG00000105409,6
ENSG00000105419,6
ENSG00000105426,10
ENSG00000105427,10
ENSG00000105429,11
ENSG00000105438,11
ENSG00000105443,10
ENSG00000105447,9
ENSG00000105464,14
ENSG00000105467,12
ENSG00000105472,10
ENSG00000105479,17
ENSG00000105483,16
ENSG00000105486,14
ENSG00000105492,20
ENSG00000105497,19
ENSG00000105499,8
ENSG00000105501,15
ENSG00000105507,1
ENSG00000105509,25
ENSG00000105514,9
ENSG00000105516,27
ENSG00000105518,10
ENSG00000105519,4
ENSG00000105520,8
ENSG00000105523,10
ENSG00000105538,24
ENSG00000105549,3
ENSG00000105552,21
ENSG00000105556,7
ENSG00000105559,23
ENSG00000105568,12
ENSG00000105576,13
ENSG00000105583,11
ENSG00000105605,7
ENSG00000105607,14
ENSG00000105609,6
ENSG00000105610,2
ENSG00000105612,14
ENSG00000105613,22
ENSG00000105617,25
ENSG00000105618,21
ENSG00000105619,22
ENSG00000105639,20
ENSG00000105640,13
ENSG00000105641,11
ENSG00000105642,18
ENSG00000105643,44
ENSG00000105647,45
ENSG00000105649,34
ENSG00000105650,38
ENSG00000105655,15
ENSG00000105656,23
ENSG00000105662,27
ENSG00000105664,3
ENSG00000105668,1
ENSG00000105669,12
ENSG00000105671,14
ENSG00000105672,9
ENSG00000105675,1
ENSG00000105676,11
ENSG00000105677,13
ENSG00000105679,4
ENSG00000105695,16
ENSG00000105696,15
ENSG00000105697,12
ENSG00000105698,29
ENSG00000105699,28
ENSG00000105700,27
ENSG00000105701,20
ENSG00000105705,7
ENSG00000105707,18
ENSG00000105708,6
ENSG00000105711,21
ENSG00000105717,7
ENSG00000105722,11
ENSG00000105723,13
ENSG00000105726,6
ENSG00000105732,13
ENSG00000105737,5
ENSG00000105738,8
ENSG00000105750,3
ENSG00000105755,26
ENSG00000105767,20
ENSG00000105771,25
ENSG00000105778,3
ENSG00000105784,5
ENSG00000105792,9
ENSG00000105793,9
ENSG00000105808,12
ENSG00000105810,16
ENSG00000105819,1
ENSG00000105821,2
ENSG00000105825,3
ENSG00000105829,6
ENSG00000105835,17
ENSG00000105849,1
ENSG00000105851,6
ENSG00000105852,3
ENSG00000105854,5
ENSG00000105855,48
ENSG00000105856,18
ENSG00000105865,5
ENSG00000105866,2
ENSG00000105875,9
ENSG00000105877,4
ENSG00000105879,11
ENSG00000105880,3
ENSG00000105887,8
ENSG00000105889,17
ENSG00000105894,1
ENSG00000105926,8
ENSG00000105928,12
ENSG00000105929,19
ENSG00000105939,8
ENSG00000105948,10
ENSG00000105953,24
ENSG00000105963,30
ENSG00000105967,7
ENSG00000105968,26
ENSG00000105971,18
ENSG00000105974,15
ENSG00000105976,15
ENSG00000105982,3
ENSG00000105983,3
ENSG00000105988,1
ENSG00000105989,2
ENSG00000105991,5
ENSG00000105993,14
ENSG00000105996,4
ENSG00000105997,9
ENSG00000106003,24
ENSG00000106004,5
ENSG00000106006,7
ENSG00000106009,39
ENSG00000106012,39
ENSG00000106013,1
ENSG00000106018,12
ENSG00000106025,3
ENSG00000106028,7
ENSG00000106031,3
ENSG00000106034,6
ENSG00000106038,1
ENSG00000106049,6
ENSG00000106052,5
ENSG00000106066,6
ENSG00000106069,8
ENSG00000106070,10
ENSG00000106077,21
ENSG00000106078,9
ENSG00000106080,17
ENSG00000106086,18
ENSG00000106089,20
ENSG00000106100,12
ENSG00000106105,13
ENSG00000106113,2
ENSG00000106123,21
ENSG00000106125,5
ENSG00000106128,5
ENSG00000106133,1
ENSG00000106144,11
ENSG00000106153,3
ENSG00000106178,9
ENSG00000106211,23
ENSG00000106236,5
ENSG00000106244,22
ENSG00000106245,22
ENSG00000106246,19
ENSG00000106258,12
ENSG00000106261,17
ENSG00000106263,32
ENSG00000106266,35
ENSG00000106268,29
ENSG00000106278,4
ENSG00000106290,17
ENSG00000106299,3
ENSG00000106302,3
ENSG00000106304,3
ENSG00000106305,21
ENSG00000106327,20
ENSG00000106330,20
ENSG00000106331,1
ENSG00000106333,19
ENSG00000106336,26
ENSG00000106341,3
ENSG00000106344,10
ENSG00000106346,22
ENSG00000106348,10
ENSG00000106351,25
ENSG00000106355,5
ENSG00000106366,21
ENSG00000106367,18
ENSG00000106384,7
ENSG00000106392,6
ENSG00000106397,21
ENSG00000106399,11
ENSG00000106400,20
ENSG00000106404,16
ENSG00000106410,4
ENSG00000106415,21
ENSG00000106436,2
ENSG00000106443,2
ENSG00000106459,17
ENSG00000106460,2
ENSG00000106462,12
ENSG00000106477,12
ENSG00000106479,6
ENSG00000106483,1
ENSG00000106484,15
ENSG00000106511,1
ENSG00000106524,13
ENSG00000106526,30
ENSG00000106536,8
ENSG00000106537,19
ENSG00000106538,6
ENSG00000106540,8
ENSG00000106541,15
ENSG00000106546,40
ENSG00000106554,2
ENSG00000106560,47
ENSG00000106565,8
ENSG00000106571,14
ENSG00000106588,5
ENSG00000106591,5
ENSG00000106603,30
ENSG00000106605,26
ENSG00000106608,27
ENSG00000106609,8
ENSG00000106610,9
ENSG00000106615,25
ENSG00000106617,36
ENSG00000106624,10
ENSG00000106628,11
ENSG00000106631,8
ENSG00000106633,10
ENSG00000106635,20
ENSG00000106636,13
ENSG00000106638,19
ENSG00000106648,9
ENSG00000106665,21
ENSG00000106682,24
ENSG00000106683,22
ENSG00000106686,12
ENSG00000106688,8
ENSG00000106689,12
ENSG00000106692,3
ENSG00000106701,7
ENSG00000106714,1
ENSG00000106723,3
ENSG00000106733,7
ENSG00000106771,17
ENSG00000106772,16
ENSG00000106780,14
ENSG00000106785,23
ENSG00000106789,17
ENSG00000106799,21
ENSG00000106803,21
ENSG00000106804,13
ENSG00000106809,12
ENSG00000106819,7
ENSG00000106823,10
ENSG00000106829,7
ENSG00000106852,5
ENSG00000106853,16
ENSG00000106868,37
ENSG00000106927,6
ENSG00000106948,21
ENSG00000106952,11
ENSG00000106976,31
ENSG00000106991,47
ENSG00000106992,42
ENSG00000106993,14
ENSG00000107018,8
ENSG00000107020,11
ENSG00000107021,16
ENSG00000107036,23
ENSG00000107077,4
ENSG00000107099,22
ENSG00000107104,30
ENSG00000107105,5
ENSG00000107130,17
ENSG00000107140,21
ENSG00000107147,7
ENSG00000107159,16
ENSG00000107164,7
ENSG00000107165,15
ENSG00000107175,15
ENSG00000107185,20
ENSG00000107186,14
ENSG00000107187,4
ENSG00000107201,8
ENSG00000107223,13
ENSG00000107242,21
ENSG00000107249,14
ENSG00000107262,33
ENSG00000107263,54
ENSG00000107281,31
ENSG00000107282,6
ENSG00000107290,2
ENSG00000107295,2
ENSG00000107317,17
ENSG00000107331,24
ENSG00000107338,13
ENSG00000107341,12
ENSG00000107362,21
ENSG00000107371,12
ENSG00000107372,31
ENSG00000107404,24
ENSG00000107438,29
ENSG00000107443,20
ENSG00000107447,4
ENSG00000107485,18
ENSG00000107518,4
ENSG00000107521,11
ENSG00000107537,12
ENSG00000107551,11
ENSG00000107554,12
ENSG00000107560,1
ENSG00000107562,2
ENSG00000107566,8
ENSG00000107581,18
ENSG00000107593,15
ENSG00000107611,48
ENSG00000107614,43
ENSG00000107625,32
ENSG00000107643,7
ENSG00000107651,13
ENSG00000107669,13
ENSG00000107672,14
ENSG00000107679,21
ENSG00000107719,6
ENSG00000107731,6
ENSG00000107736,62
ENSG00000107738,40
ENSG00000107742,44
ENSG00000107745,25
ENSG00000107758,14
ENSG00000107771,16
ENSG00000107779,12
ENSG00000107789,7
ENSG00000107796,32
ENSG00000107798,21
ENSG00000107807,12
ENSG00000107815,8
ENSG00000107816,12
ENSG00000107819,10
ENSG00000107821,11
ENSG00000107829,6
ENSG00000107831,1
ENSG00000107833,6
ENSG00000107854,8
ENSG00000107859,13
ENSG00000107862,23
ENSG00000107863,23
ENSG00000107864,5
ENSG00000107872,36
ENSG00000107874,33
ENSG00000107882,45
ENSG00000107890,10
ENSG00000107897,10
ENSG00000107902,38
ENSG00000107929,15
ENSG00000107937,12
ENSG00000107938,5
ENSG00000107949,5
ENSG00000107951,39
ENSG00000107954,21
ENSG00000107957,39
ENSG00000107959,20
ENSG00000107960,30
ENSG00000107968,32
ENSG00000107984,3
ENSG00000108001,6
ENSG00000108010,5
ENSG00000108018,4
ENSG00000108021,33
ENSG00000108039,16
ENSG00000108055,36
ENSG00000108061,14
ENSG00000108064,5
ENSG00000108091,26
ENSG00000108094,23
ENSG00000108100,17
ENSG00000108106,14
ENSG00000108107,16
ENSG00000108175,32
ENSG00000108176,5
ENSG00000108179,23
ENSG00000108187,15
ENSG00000108219,25
ENSG00000108231,7
ENSG00000108239,5
ENSG00000108242,1
ENSG00000108244,9
ENSG00000108256,16
ENSG00000108262,21
ENSG00000108298,16
ENSG00000108306,12
ENSG00000108309,3
ENSG00000108312,11
ENSG00000108342,24
ENSG00000108344,31
ENSG00000108349,33
ENSG00000108352,25
ENSG00000108370,26
ENSG00000108375,4
ENSG00000108379,8
ENSG00000108381,3
ENSG00000108384,3
ENSG00000108387,5
ENSG00000108389,7
ENSG00000108395,10
ENSG00000108405,29
ENSG00000108406,33
ENSG00000108417,21
ENSG00000108423,30
ENSG00000108424,22
ENSG00000108433,5
ENSG00000108439,22
ENSG00000108443,31
ENSG00000108448,7
ENSG00000108465,20
ENSG00000108468,13
ENSG00000108469,46
ENSG00000108474,17
ENSG00000108479,31
ENSG00000108506,4
ENSG00000108509,33
ENSG00000108510,3
ENSG00000108511,12
ENSG00000108515,26
ENSG00000108518,23
ENSG00000108523,27
ENSG00000108528,26
ENSG00000108551,21
ENSG00000108556,30
ENSG00000108557,42
ENSG00000108559,11
ENSG00000108561,3
ENSG00000108576,5
ENSG00000108578,8
ENSG00000108582,9
ENSG00000108587,11
ENSG00000108588,18
ENSG00000108590,6
ENSG00000108591,9
ENSG00000108592,16
ENSG00000108599,22
ENSG00000108602,27
ENSG00000108604,25
ENSG00000108622,26
ENSG00000108639,38
ENSG00000108641,27
ENSG00000108651,8
ENSG00000108654,31
ENSG00000108666,10
ENSG00000108669,78
ENSG00000108671,4
ENSG00000108679,32
ENSG00000108684,9
ENSG00000108688,13
ENSG00000108691,9
ENSG00000108700,14
ENSG00000108702,1
ENSG00000108733,11
ENSG00000108759,25
ENSG00000108771,35
ENSG00000108773,30
ENSG00000108774,35
ENSG00000108784,28
ENSG00000108785,21
ENSG00000108786,34
ENSG00000108788,34
ENSG00000108797,24
ENSG00000108798,12
ENSG00000108799,28
ENSG00000108813,20
ENSG00000108819,13
ENSG00000108821,17
ENSG00000108823,13
ENSG00000108825,17
ENSG00000108826,19
ENSG00000108828,27
ENSG00000108829,18
ENSG00000108830,17
ENSG00000108839,16
ENSG00000108840,12
ENSG00000108846,28
ENSG00000108848,22
ENSG00000108852,7
ENSG00000108854,26
ENSG00000108861,12
ENSG00000108878,1
ENSG00000108883,13
ENSG00000108924,15
ENSG00000108932,40
ENSG00000108946,35
ENSG00000108947,5
ENSG00000108950,11
ENSG00000108953,10
ENSG00000108958,4
ENSG00000108960,16
ENSG00000108961,15
ENSG00000108963,28
ENSG00000108984,7
ENSG00000109016,10
ENSG00000109046,14
ENSG00000109047,1
ENSG00000109061,1
ENSG00000109062,42
ENSG00000109063,2
ENSG00000109065,21
ENSG00000109066,20
ENSG00000109072,7
ENSG00000109079,13
ENSG00000109083,13
ENSG00000109084,10
ENSG00000109089,8
ENSG00000109099,14
ENSG00000109101,5
ENSG00000109103,16
ENSG00000109107,8
ENSG00000109111,15
ENSG00000109113,7
ENSG00000109118,19
ENSG00000109133,1
ENSG00000109158,5
ENSG00000109171,9
ENSG00000109180,6
ENSG00000109181,5
ENSG00000109182,1
ENSG00000109184,5
ENSG00000109189,4
ENSG00000109193,1
ENSG00000109205,20
ENSG00000109208,14
ENSG00000109220,11
ENSG00000109255,13
ENSG00000109265,10
ENSG00000109270,5
ENSG00000109272,19
ENSG00000109320,26
ENSG00000109321,9
ENSG00000109323,19
ENSG00000109332,21
ENSG00000109339,20
ENSG00000109381,13
ENSG00000109390,13
ENSG00000109424,3
ENSG00000109436,9
ENSG00000109445,4
ENSG00000109452,22
ENSG00000109458,10
ENSG00000109466,13
ENSG00000109471,4
ENSG00000109472,8
ENSG00000109475,4
ENSG00000109501,1
ENSG00000109511,2
ENSG00000109519,13
ENSG00000109534,4
ENSG00000109536,1
ENSG00000109572,8
ENSG00000109576,1
ENSG00000109586,15
ENSG00000109606,11
ENSG00000109610,9
ENSG00000109618,8
ENSG00000109625,2
ENSG00000109654,22
ENSG00000109667,9
ENSG00000109670,10
ENSG00000109674,2
ENSG00000109680,13
ENSG00000109684,4
ENSG00000109685,12
ENSG00000109686,11
ENSG00000109689,12
ENSG00000109705,2
ENSG00000109736,18
ENSG00000109738,9
ENSG00000109743,9
ENSG00000109756,29
ENSG00000109762,15
ENSG00000109771,11
ENSG00000109775,12
ENSG00000109787,17
ENSG00000109790,18
ENSG00000109794,8
ENSG00000109805,4
ENSG00000109814,15
ENSG00000109819,8
ENSG00000109832,11
ENSG00000109846,25
ENSG00000109854,4
ENSG00000109861,9
ENSG00000109881,11
ENSG00000109906,34
ENSG00000109911,1
ENSG00000109917,21
ENSG00000109919,13
ENSG00000109920,27
ENSG00000109929,25
ENSG00000109943,17
ENSG00000109944,21
ENSG00000109956,4
ENSG00000109971,31
ENSG00000109991,9
ENSG00000110002,4
ENSG00000110011,8
ENSG00000110013,11
ENSG00000110025,27
ENSG00000110031,11
ENSG00000110042,14
ENSG00000110046,18
ENSG00000110047,21
ENSG00000110048,8
ENSG00000110057,11
ENSG00000110060,7
ENSG00000110063,38
ENSG00000110066,14
ENSG00000110074,30
ENSG00000110075,12
ENSG00000110076,18
ENSG00000110077,15
ENSG00000110079,12
ENSG00000110080,43
ENSG00000110090,16
ENSG00000110092,14
ENSG00000110104,41
ENSG00000110107,40
ENSG00000110108,44
ENSG00000110148,3
ENSG00000110169,2
ENSG00000110171,10
ENSG00000110172,4
ENSG00000110195,7
ENSG00000110200,6
ENSG00000110203,5
ENSG00000110218,6
ENSG00000110237,17
ENSG00000110243,15
ENSG00000110244,9
ENSG00000110245,7
ENSG00000110274,10
ENSG00000110315,25
ENSG00000110318,4
ENSG00000110321,15
ENSG00000110324,31
ENSG00000110328,8
ENSG00000110330,26
ENSG00000110344,46
ENSG00000110367,18
ENSG00000110375,19
ENSG00000110395,7
ENSG00000110400,20
ENSG00000110422,13
ENSG00000110427,4
ENSG00000110429,9
ENSG00000110435,58
ENSG00000110436,59
ENSG00000110442,27
ENSG00000110446,38
ENSG00000110448,40
ENSG00000110455,14
ENSG00000110484,5
ENSG00000110492,18
ENSG00000110497,17
ENSG00000110514,18
ENSG00000110536,12
ENSG00000110583,14
ENSG00000110619,23
ENSG00000110628,21
ENSG00000110651,18
ENSG00000110660,7
ENSG00000110665,6
ENSG00000110675,8
ENSG00000110680,2
ENSG00000110693,20
ENSG00000110696,9
ENSG00000110697,21
ENSG00000110700,10
ENSG00000110711,20
ENSG00000110713,8
ENSG00000110717,14
ENSG00000110719,14
ENSG00000110721,9
ENSG00000110723,10
ENSG00000110756,13
ENSG00000110768,14
ENSG00000110777,20
ENSG00000110786,2
ENSG00000110799,40
ENSG00000110801,33
ENSG00000110811,10
ENSG00000110841,17
ENSG00000110844,21
ENSG00000110848,32
ENSG00000110851,2
ENSG00000110852,34
ENSG00000110871,25
ENSG00000110876,32
ENSG00000110880,43
ENSG00000110881,14
ENSG00000110887,8
ENSG00000110888,6
ENSG00000110900,7
ENSG00000110906,4
ENSG00000110911,18
ENSG00000110917,23
ENSG00000110921,13
ENSG00000110925,16
ENSG00000110931,21
ENSG00000110934,6
ENSG00000110944,20
ENSG00000110955,17
ENSG00000110958,14
ENSG00000110975,2
ENSG00000110987,20
ENSG00000111011,29
ENSG00000111012,13
ENSG00000111046,5
ENSG00000111049,4
ENSG00000111052,4
ENSG00000111057,30
ENSG00000111058,8
ENSG00000111077,30
ENSG00000111087,9
ENSG00000111110,10
ENSG00000111142,13
ENSG00000111144,26
ENSG00000111145,30
ENSG00000111181,13
ENSG00000111186,28
ENSG00000111196,40
ENSG00000111199,11
ENSG00000111203,5
ENSG00000111206,8
ENSG00000111215,4
ENSG00000111218,7
ENSG00000111224,19
ENSG00000111229,31
ENSG00000111231,35
ENSG00000111237,24
ENSG00000111241,1
ENSG00000111245,14
ENSG00000111247,8
ENSG00000111249,5
ENSG00000111252,10
ENSG00000111254,9
ENSG00000111261,28
ENSG00000111262,4
ENSG00000111266,63
ENSG00000111269,58
ENSG00000111271,16
ENSG00000111275,7
ENSG00000111276,72
ENSG00000111291,7
ENSG00000111300,14
ENSG00000111305,29
ENSG00000111319,53
ENSG00000111321,51
ENSG00000111325,49
ENSG00000111328,22
ENSG00000111331,9
ENSG00000111335,10
ENSG00000111339,10
ENSG00000111341,13
ENSG00000111344,7
ENSG00000111348,15
ENSG00000111358,22
ENSG00000111361,18
ENSG00000111364,13
ENSG00000111371,23
ENSG00000111404,1
ENSG00000111405,13
ENSG00000111412,10
ENSG00000111424,17
ENSG00000111432,7
ENSG00000111445,6
ENSG00000111450,5
ENSG00000111452,11
ENSG00000111481,20
ENSG00000111490,7
ENSG00000111530,6
ENSG00000111536,24
ENSG00000111537,9
ENSG00000111540,21
ENSG00000111554,26
ENSG00000111581,36
ENSG00000111596,7
ENSG00000111602,19
ENSG00000111605,19
ENSG00000111615,10
ENSG00000111639,49
ENSG00000111640,35
ENSG00000111641,28
ENSG00000111642,27
ENSG00000111644,19
ENSG00000111647,4
ENSG00000111652,23
ENSG00000111653,23
ENSG00000111664,10
ENSG00000111665,16
ENSG00000111666,23
ENSG00000111667,17
ENSG00000111669,13
ENSG00000111670,22
ENSG00000111671,14
ENSG00000111674,13
ENSG00000111676,18
ENSG00000111678,19
ENSG00000111679,20
ENSG00000111684,12
ENSG00000111696,15
ENSG00000111700,3
ENSG00000111701,1
ENSG00000111707,7
ENSG00000111711,1
ENSG00000111713,1
ENSG00000111716,2
ENSG00000111725,3
ENSG00000111726,9
ENSG00000111727,17
ENSG00000111728,23
ENSG00000111729,3
ENSG00000111731,12
ENSG00000111732,1
ENSG00000111737,13
ENSG00000111752,10
ENSG00000111775,18
ENSG00000111780,18
ENSG00000111783,6
ENSG00000111785,4
ENSG00000111786,15
ENSG00000111788,24
ENSG00000111790,13
ENSG00000111796,31
ENSG00000111799,12
ENSG00000111801,21
ENSG00000111802,19
ENSG00000111816,5
ENSG00000111817,22
ENSG00000111832,13
ENSG00000111834,7
ENSG00000111837,14
ENSG00000111843,9
ENSG00000111845,10
ENSG00000111846,18
ENSG00000111850,3
ENSG00000111859,47
ENSG00000111860,8
ENSG00000111863,58
ENSG00000111875,9
ENSG00000111877,12
ENSG00000111879,12
ENSG00000111880,16
ENSG00000111885,11
ENSG00000111897,3
ENSG00000111906,7
ENSG00000111907,13
ENSG00000111911,24
ENSG00000111912,38
ENSG00000111913,40
ENSG00000111961,21
ENSG00000111962,27
ENSG00000111981,7
ENSG00000112029,5
ENSG00000112031,2
ENSG00000112033,21
ENSG00000112038,11
ENSG00000112039,23
ENSG00000112041,17
ENSG00000112053,11
ENSG00000112062,20
ENSG00000112077,1
ENSG00000112078,30
ENSG00000112079,30
ENSG00000112081,35
ENSG00000112096,21
ENSG00000112110,22
ENSG00000112115,4
ENSG00000112116,1
ENSG00000112118,22
ENSG00000112130,27
ENSG00000112137,27
ENSG00000112139,16
ENSG00000112144,32
ENSG00000112146,33
ENSG00000112149,16
ENSG00000112159,11
ENSG00000112164,1
ENSG00000112167,1
ENSG00000112175,7
ENSG00000112182,27
ENSG00000112183,12
ENSG00000112186,10
ENSG00000112195,8
ENSG00000112200,12
ENSG00000112208,12
ENSG00000112210,11
ENSG00000112212,1
ENSG00000112218,2
ENSG00000112232,2
ENSG00000112234,1
ENSG00000112237,2
ENSG00000112238,1
ENSG00000112242,12
ENSG00000112245,15
ENSG00000112246,2
ENSG00000112249,1
ENSG00000112276,2
ENSG00000112280,3
ENSG00000112282,4
ENSG00000112290,8
ENSG00000112293,9
ENSG00000112294,15
ENSG00000112297,27
ENSG00000112299,9
ENSG00000112303,6
ENSG00000112304,15
ENSG00000112305,4
ENSG00000112306,5
ENSG00000112308,20
ENSG00000112309,3
ENSG00000112312,34
ENSG00000112319,8
ENSG00000112320,12
ENSG00000112333,5
ENSG00000112335,13
ENSG00000112337,1
ENSG00000112339,18
ENSG00000112343,14
ENSG00000112357,31
ENSG00000112365,14
ENSG00000112367,7
ENSG00000112378,59
ENSG00000112379,9
ENSG00000112394,6
ENSG00000112406,26
ENSG00000112414,6
ENSG00000112419,11
ENSG00000112425,4
ENSG00000112473,32
ENSG00000112486,17
ENSG00000112494,2
ENSG00000112499,6
ENSG00000112511,39
ENSG00000112514,40
ENSG00000112530,3
ENSG00000112531,27
ENSG00000112539,1
ENSG00000112541,7
ENSG00000112559,6
ENSG00000112561,16
ENSG00000112562,14
ENSG00000112576,32
ENSG00000112578,22
ENSG00000112584,26
ENSG00000112592,7
ENSG00000112619,6
ENSG00000112624,30
ENSG00000112640,10
ENSG00000112651,14
ENSG00000112655,14
ENSG00000112658,23
ENSG00000112659,22
ENSG00000112667,14
ENSG00000112679,26
ENSG00000112685,19
ENSG00000112695,14
ENSG00000112697,11
ENSG00000112699,36
ENSG00000112701,10
ENSG00000112706,1
ENSG00000112715,39
ENSG00000112739,7
ENSG00000112742,8
ENSG00000112759,29
ENSG00000112761,2
ENSG00000112763,26
ENSG00000112769,15
ENSG00000112773,19
ENSG00000112782,17
ENSG00000112787,15
ENSG00000112796,5
ENSG00000112799,20
ENSG00000112812,6
ENSG00000112818,1
ENSG00000112837,6
ENSG00000112851,11
ENSG00000112852,2
ENSG00000112855,20
ENSG00000112874,1
ENSG00000112877,20
ENSG00000112893,9
ENSG00000112902,4
ENSG00000112936,3
ENSG00000112941,12
ENSG00000112964,3
ENSG00000112972,4
ENSG00000112977,6
ENSG00000112981,7
ENSG00000112983,20
ENSG00000112984,19
ENSG00000112992,6
ENSG00000112996,1
ENSG00000113013,29
ENSG00000113048,17
ENSG00000113068,22
ENSG00000113070,26
ENSG00000113073,14
ENSG00000113083,5
ENSG00000113088,5
ENSG00000113100,3
ENSG00000113108,27
ENSG00000113119,22
ENSG00000113140,22
ENSG00000113141,18
ENSG00000113161,14
ENSG00000113163,10
ENSG00000113194,12
ENSG00000113196,3
ENSG00000113205,1
ENSG00000113209,2
